5.170525242809114388e+03 9.201024614348010111e-01 3.904641577185023749e-02
5.170549609494923970e+03 9.210549351076812163e-01 3.822609062473888292e-02
5.170573973453147119e+03 9.316660600787373125e-01 3.827538457623276547e-02
5.170598334683756548e+03 9.567774874421728359e-01 3.883223186037261521e-02
5.170622693186722245e+03 9.596155129952653740e-01 3.892746682825150295e-02
5.170647048962012377e+03 9.720214687700683420e-01 3.957409274662654353e-02
5.170671402009599660e+03 9.962942706938064941e-01 3.861354742741460871e-02
5.170695752329454081e+03 1.007765872600347334e+00 3.959148505141008717e-02
5.170720099921545625e+03 9.908152980779713070e-01 3.958575396727141704e-02
5.170744444785845189e+03 9.896026099825604438e-01 3.903387478712143366e-02
5.170768786922322761e+03 9.971990222263066306e-01 3.945288877478161926e-02
5.170793126330948326e+03 9.896974871681994967e-01 3.946351507164737316e-02
5.170817463011692780e+03 9.936892363446372389e-01 3.983091245643246431e-02
5.170841796964526111e+03 1.018494649783374006e+00 3.866201464786591518e-02
5.170866128189421943e+03 9.754893194825152714e-01 3.861305250286171942e-02
5.170890456686345715e+03 1.005220065583072309e+00 3.854243002100841281e-02
5.170914782455271052e+03 9.767039003843555056e-01 3.764854238821421090e-02
5.170939105496167940e+03 9.554137371217175101e-01 3.793503681257337501e-02
5.170963425809007276e+03 9.410559062988091972e-01 3.871637168213645092e-02
5.170987743393759047e+03 9.083614625119601493e-01 3.662859714285177787e-02
5.171012058250393238e+03 8.902069198422223328e-01 3.649487925002763838e-02
5.171036370378881657e+03 8.449516527573948110e-01 3.528301449695857295e-02
5.171060679779195198e+03 8.153904554683321093e-01 3.489507521541083956e-02
5.171084986451302029e+03 7.743785685070095903e-01 3.382793459489129989e-02
5.171109290395175776e+03 7.270778783673136347e-01 3.215728922509363680e-02
5.171133591610784606e+03 6.655154987924175591e-01 3.202523152517403049e-02
5.171157890098100324e+03 6.106952088111373689e-01 3.032966913051144894e-02
5.171182185857092918e+03 5.704553635575395631e-01 2.988909732232080188e-02
5.171206478887734193e+03 5.278804721845337111e-01 2.801096166577678875e-02
5.171230769189994135e+03 4.931078869805696763e-01 2.664979934985536522e-02
5.171255056763842731e+03 4.497966500420859659e-01 2.645141840743242198e-02
5.171279341609251787e+03 4.243879438657448544e-01 2.554310242686580121e-02
5.171303623726191290e+03 4.483337975809686959e-01 2.645178097358537664e-02
5.171327903114633045e+03 4.455984350287716667e-01 2.581645924652640339e-02
5.171352179774546130e+03 4.852072364730153353e-01 2.720251830518134392e-02
5.171376453705902350e+03 4.900508323207460881e-01 2.626908812639801652e-02
5.171400724908671691e+03 5.527873767689244211e-01 2.835866670084157340e-02
5.171424993382825960e+03 5.837696314210309989e-01 2.902144499355156435e-02
5.171449259128335143e+03 6.362170943938726397e-01 3.007483475679558968e-02
5.171473522145170136e+03 6.847174601271464045e-01 3.187669445572519772e-02
5.171497782433301836e+03 7.289093108338663418e-01 3.265961449231549740e-02
5.171522039992701139e+03 7.784284405134705986e-01 3.345490158543945602e-02
5.171546294823338940e+03 8.009496303348290214e-01 3.473635970664420286e-02
5.171570546925185226e+03 8.376357863959281724e-01 3.401574618309396308e-02
5.171594796298212714e+03 8.542909504063145310e-01 3.472560918217564713e-02
5.171619042942389569e+03 9.099454066067728109e-01 3.512047081533969939e-02
5.171643286857689418e+03 9.050808389373623530e-01 3.532097277292842175e-02
5.171667528044081337e+03 9.619800296823429742e-01 3.695925809183063515e-02
5.171691766501536222e+03 9.377121908772372283e-01 3.562364584765193021e-02
5.171716002230026788e+03 9.595952029105877523e-01 3.647305114277860777e-02
5.171740235229521204e+03 9.697222015264972406e-01 3.666342005137344234e-02
5.171764465499992184e+03 9.937002644317749489e-01 3.800691852301715107e-02
5.171788693041410625e+03 9.749641868056171390e-01 3.658589882088626039e-02
5.171812917853748331e+03 9.680882034187671126e-01 3.717601324004703861e-02
5.171837139936972562e+03 9.712791146034776002e-01 3.714807155406970457e-02
5.171861359291058761e+03 9.408149145032250749e-01 3.618264465496678212e-02
5.171885575915975096e+03 9.164698738966302605e-01 3.613721610265963752e-02
5.171909789811694282e+03 9.230220166798673853e-01 3.588084245970958597e-02
5.171934000978185395e+03 8.930711651103755422e-01 3.509922700460923334e-02
5.171958209415420242e+03 8.734103875176101317e-01 3.503351617730116746e-02
5.171982415123371538e+03 8.570909715056255207e-01 3.415011664794052881e-02
5.172006618102008360e+03 8.048345674168502217e-01 3.373973410873287726e-02
5.172030818351302514e+03 7.776535746808570515e-01 3.323495069590757384e-02
5.172055015871223986e+03 7.371165833560964220e-01 3.155505521945883851e-02
5.172079210661745492e+03 6.964049435277149813e-01 2.998249950891739013e-02
5.172103402722837927e+03 6.509648584042121433e-01 2.962565924797169042e-02
5.172127592054471279e+03 6.142723369385277854e-01 2.859008227300565558e-02
5.172151778656616443e+03 5.335891416439607626e-01 2.689847279252042048e-02
5.172175962529246135e+03 5.003634383602268976e-01 2.714234621009592799e-02
5.172200143672330341e+03 4.429019705472251878e-01 2.541203377772483993e-02
5.172224322085839958e+03 4.041262293856743848e-01 2.373393136285277885e-02
5.172248497769748610e+03 3.620997345257793154e-01 2.193653224362902832e-02
5.172272670724023556e+03 3.264846539871996689e-01 2.100993473529877073e-02
5.172296840948640238e+03 3.109724545406187812e-01 2.107645413364396189e-02
5.172321008443565916e+03 2.724068587913527906e-01 1.950304183207965392e-02
5.172345173208774213e+03 2.755100286673817234e-01 1.814471478386934372e-02
5.172369335244235117e+03 2.560039538760036648e-01 1.856487321261255513e-02
5.172393494549920433e+03 2.617370059562989515e-01 1.968585761602839601e-02
5.172417651125802877e+03 2.513993104876712237e-01 1.863282103155908948e-02
5.172441804971849706e+03 2.800103324660074833e-01 1.938689339985716006e-02
5.172465956088036364e+03 3.134862606633501136e-01 2.017987660347045006e-02
5.172490104474331929e+03 3.246077992046405569e-01 2.081094513209161626e-02
5.172514250130708206e+03 3.607089814199646027e-01 2.146191490018508827e-02
5.172538393057137000e+03 3.974166915862604177e-01 2.299339303226253378e-02
5.172562533253589208e+03 4.374716861986605032e-01 2.481809070775798862e-02
5.172586670720035727e+03 4.866491423986752940e-01 2.586638153164870849e-02
5.172610805456447451e+03 5.307847499395835777e-01 2.547156018307297071e-02
5.172634937462797097e+03 5.749402479062751814e-01 2.733955340656236965e-02
5.172659066739054651e+03 6.209806550382612755e-01 2.863253209160764381e-02
5.172683193285193738e+03 6.682969504488680546e-01 2.983669760059329615e-02
5.172707317101184344e+03 7.200234305508473875e-01 3.001533194049400832e-02
